Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
BI 224436,1,1:Synthetic Small Molecule,0,Unknown,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O,[C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][O][Ring1][#Branch2][=C][Ring2][Ring1][#Branch1][C@H1][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O]
PIPOBROMAN,4,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,[O][=C][Branch1][Ring2][C][C][Br][N][C][C][N][Branch1][Branch2][C][=Branch1][C][=O][C][C][Br][C][C][Ring1][O]
TMC-649128,1,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@@H](C)[C@@H]1OC(=O)C(C)C,[C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C@@][Branch1][Ring2][N][=N+1][=N-1][O][C@@H1][Branch1][=N][N][C][=C][C][Branch1][C][N][=N][C][Ring1][#Branch1][=O][C@@H1][Branch1][C][C][C@@H1][Ring1][P][O][C][=Branch1][C][=O][C][Branch1][C][C][C]
PROCYCLIDINE,4,1:Synthetic Small Molecule,1,Racemic Mixture,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,[O][C][Branch1][#Branch2][C][C][N][C][C][C][C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
CLORINDIONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][#Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
ONAPRISTONE,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CN(C)c1ccc([C@H]2C[C@]3(C)[C@@H](CC[C@]3(O)CCCO)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,[C][N][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C@H1][C][C@][Branch1][C][C][C@@H1][Branch1][=N][C][C][C@][Ring1][=Branch1][Branch1][C][O][C][C][C][O][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][=C][Ring1][O][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][=C]
SUPINOXIN,1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,[C][O][C][=C][C][Branch1][Ring1][O][C][=C][C][Branch2][Ring2][Branch1][N][C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][N][=C][Ring1][O][O][C][C][C][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][=C]
DIXYRAZINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,[C][C][Branch2][Ring1][C][C][N][C][C][N][Branch1][#Branch1][C][C][O][C][C][O][C][C][Ring1][N][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C]
EVOGLIPTIN,3,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,[C][C][Branch1][C][C][Branch1][C][C][O][C][C@@H1][C][=Branch1][C][=O][N][C][C][N][Ring1][#Branch1][C][=Branch1][C][=O][C][C@H1][Branch1][C][N][C][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F]
FOSLINANIB,2,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OP(=O)(O)O,[C][O][C][=C][C][=C][NH1][C][Branch1][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=C][C][=Branch1][C][=O][C][Ring1][=C][=C][Ring2][Ring1][C][O][P][=Branch1][C][=O][Branch1][C][O][O]
MK3207,2,1:Synthetic Small Molecule,0,Single Stereoisomer,O=C(CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1)Nc1ccc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21,[O][=C][Branch2][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][N][C][C@H1][Ring1][O][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C@@][Branch1][Ring2][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][Ring1][=Branch1][Ring1][O]
CAMOSTAT,3,1:Synthetic Small Molecule,1,Achiral Molecule,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch2][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][#Branch1][N][C][=Branch1][C][=N][N][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1]
POMAGLUMETAD METHIONIL,3,1:Synthetic Small Molecule,1,Single Stereoisomer,CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,[C][S][C][C][C@H1][Branch1][C][N][C][=Branch1][C][=O][N][C@@][Branch1][=Branch1][C][=Branch1][C][=O][O][C][S][=Branch1][C][=O][=Branch1][C][=O][C@H1][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O][C@H1][Ring1][=Branch1][Ring1][=C]
NIMESULIDE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,[C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
IOWH-032,2,1:Synthetic Small Molecule,0,Achiral Molecule,O=C(NCc1ccc(Oc2ccccc2)cc1)c1nc(-c2cc(Br)c(O)c(Br)c2)no1,[O][=C][Branch2][Ring1][=Branch1][N][C][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C][=N][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Br][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2][=N][O][Ring1][=C]
NYLIDRIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,[C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][C][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
PECAVAPTAN,2,1:Synthetic Small Molecule,0,Single Stereoisomer,C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1,[C][C@H1][Branch1][C][O][C][=N][C][Branch2][Ring2][#Branch1][C][N][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Branch1][=C][C][C@H1][Branch1][C][O][C][Branch1][C][F][Branch1][C][F][F][C][Ring2][Ring1][Ring1][=O][=N][N][Ring2][Ring1][#Branch2][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]
ARZOXIFENE,3,1:Synthetic Small Molecule,0,Achiral Molecule,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C][S][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][=Ring1][#Branch2][O][C][=C][C][=C][Branch1][N][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][#C][C][=C][Ring2][Ring1][S]
OXYQUINOLINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Oc1cccc2cccnc12,[O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1]
HALOFUGINONE,2,1:Synthetic Small Molecule,1,Racemic Mixture,O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,[O][=C][Branch1][O][C][C][N][C][C][C][C][Ring1][=Branch1][O][C][N][C][=N][C][=C][C][Branch1][C][Br][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][Ring1][N][=O]
PROPANTHELINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,[C][C][Branch1][C][C][N+1][Branch1][C][C][Branch2][Ring1][N][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][Branch1][C][C][C]
TROXIPIDE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,[C][O][C][=C][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][N][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring1][P][O][C]
DIVARASIB,2,1:Synthetic Small Molecule,0,Single Stereoisomer,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c(F)c(-c4nc(N)cc(C)c4C(F)(F)F)c(Cl)cc23)[C@@H](C)C1,[C][=C][C][=Branch1][C][=O][N][C][C][N][Branch2][Branch1][N][C][=N][C][Branch1][O][O][C][C@@H1][C][C][C][N][Ring1][Branch1][C][=N][C][=C][Branch1][C][F][C][Branch2][Ring1][#Branch1][C][=N][C][Branch1][C][N][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][S][Ring2][Ring1][Ring2][C@@H1][Branch1][C][C][C][Ring2][Ring2][#Branch1]
ETHACIZINE,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,[C][C][O][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][=C][C][=Branch1][C][=O][C][C][N][Branch1][Ring1][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][Ring2]
RUFLOXACIN,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,[C][N][C][C][N][Branch2][Ring1][P][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][C][Ring1][#Branch2][=C][Ring1][#C][S][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch2]
LEUCOVORIN,4,1:Synthetic Small Molecule,0,Racemic Mixture,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,[N][C][=N][C][=Branch1][C][=O][C][=C][Branch1][Ring2][NH1][Ring1][#Branch1][N][C][C][Branch2][Ring2][Ring1][C][N][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C][N][Ring2][Ring1][O][C][=O]
GW468816,2,1:Synthetic Small Molecule,1,Racemic Mixture,O=C(O)C1C/C(=C2/CCN(c3ccccc3)C2=O)c2ccc(Cl)cc2N1,[O][=C][Branch1][C][O][C][C][/C][=Branch2][Ring1][Ring1][=C][/C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][O][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring2][Ring1][#Branch1]
CRENIGACESTAT,1,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@H](NC(=O)CCC(F)(F)F)C(=O)N[C@@H]1C(=O)N(CCO)c2ncccc2-c2ccccc21,[C][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N][C@@H1][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][O][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Ring1]
OSILODROSTAT,4,1:Synthetic Small Molecule,1,Single Stereoisomer,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,[N][#C][C][=C][C][=C][Branch1][=N][C@H1][C][C][C][=C][N][=C][N][Ring1][Branch1][Ring1][Branch2][C][Branch1][C][F][=C][Ring1][#C]
S-777469,2,1:Synthetic Small Molecule,1,Achiral Molecule,CCc1c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c(=O)n1Cc1ccc(F)cc1,[C][C][C][=C][Branch1][C][C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][C][C][C][C][Ring1][=Branch2][C][=Branch1][C][=O][N][Ring2][Ring1][Ring2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
MOTOLIMOD,2,1:Synthetic Small Molecule,0,Achiral Molecule,CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch2][Ring1][=Branch1][C][=C][C][=C][Branch1][N][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring1][N][=C][Branch1][C][N][C][Ring2][Ring1][=Branch2]
VILAPRISAN,3,1:Synthetic Small Molecule,0,Single Stereoisomer,C[C@]12C[C@H](c3ccc(S(C)(=O)=O)cc3)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C(F)(F)C(F)(F)F,[C][C@][C][C@H1][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=C][C][C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][C][C][C@H1][Ring1][O][C@@H1][Ring2][Ring1][=Branch2][C][C][C@@][Ring2][Ring1][N][Branch1][C][O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Branch1][C][F][F]
NEOSAXITOXIN,1,1:Synthetic Small Molecule,0,Single Stereoisomer,N=C1N(O)[C@@H](COC(N)=O)[C@@H]2N=C(N)N[C@]23N1CCC3(O)O,[N][=C][N][Branch1][C][O][C@@H1][Branch1][Branch2][C][O][C][Branch1][C][N][=O][C@@H1][N][=C][Branch1][C][N][N][C@][Ring1][=Branch1][N][Ring1][S][C][C][C][Ring1][Branch1][Branch1][C][O][O]
DIETHYLTOLUAMIDE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCN(CC)C(=O)c1cccc(C)c1,[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1]
LICARBAZEPINE,3,1:Synthetic Small Molecule,1,Racemic Mixture,NC(=O)N1c2ccccc2CC(O)c2ccccc21,[N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][S]
LOMETREXOL,2,1:Synthetic Small Molecule,0,Single Stereoisomer,Nc1nc2c(c(=O)[nH]1)C[C@@H](CCc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,[N][C][=N][C][=C][Branch1][Branch2][C][=Branch1][C][=O][NH1][Ring1][#Branch1][C][C@@H1][Branch2][Ring2][Ring1][C][C][C][=C][C][=C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][C][=C][Ring2][Ring1][C][C][N][Ring2][Ring1][=N]
METHDILAZINE,4,1:Synthetic Small Molecule,1,Racemic Mixture,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,[C][N][C][C][C][Branch2][Ring1][=Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][Ring2][Ring1][Ring2]
MOMELOTINIB,3,1:Synthetic Small Molecule,1,Achiral Molecule,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,[N][#C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][S][C][=C][C][=N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][C][=C][Ring1][N][=N][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2]
METHYSERGIDE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,[C][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C@@H1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][=Branch1][=C][N][Ring1][Branch1][C][C][C@H1][Ring1][=N][N][Branch1][C][C][C][Ring2][Ring1][C]
OXPRENOLOL,4,1:Synthetic Small Molecule,1,Racemic Mixture,C=CCOc1ccccc1OCC(O)CNC(C)C,[C][=C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C]
DOXAZOSIN,4,1:Synthetic Small Molecule,1,Racemic Mixture,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,[C][O][C][=C][C][=N][C][Branch2][Ring1][#C][N][C][C][N][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][C][Ring2][Ring1][C][=N][C][Branch1][C][N][=C][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][=N][O][C]
GSK-2245035,2,1:Synthetic Small Molecule,1,Single Stereoisomer,CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1,[C][C][C][C@H1][Branch1][C][C][O][C][=N][C][Branch1][C][N][=C][NH1][C][=Branch1][C][=O][N][Branch1][=C][C][C][C][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][Ring1][P][=N][Ring2][Ring1][=Branch1]
DORZAGLIATIN,3,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(C)C[C@@H](C(=O)Nc1ccn(C[C@@H](O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,[C][C][Branch1][C][C][C][C@@H1][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][N][Branch1][Branch2][C][C@@H1][Branch1][C][O][C][O][N][=Ring1][#Branch2][N][C][C][Branch1][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][C][Ring1][=N][=O]
ULIMORELIN,3,1:Synthetic Small Molecule,0,Single Stereoisomer,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,[C][C@@H1][C][N][C@@H1][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][Branch1][C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring2][Ring2][=Branch1]
CARBETAPENTANE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][Ring1][O]
PREGNENOLONE,1,1:Synthetic Small Molecule,1,Single Stereoisomer,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,[C][C][=Branch1][C][=O][C@H1][C][C][C@H1][C@@H1][C][C][=C][C][C@@H1][Branch1][C][O][C][C][C@][Ring1][#Branch1][Branch1][C][C][C@H1][Ring1][N][C][C][C@][Ring2][Ring1][Ring1][Ring1][S][C]
MAFOSFAMIDE,1,1:Synthetic Small Molecule,1,Racemic Mixture,O=P1(N(CCCl)CCCl)NC(SCCS(=O)(=O)O)CCO1,[O][=P][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][N][C][Branch1][N][S][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O][C][C][O][Ring2][Ring1][Ring2]
MINAPRINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,[C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][N][=C][Ring1][N][N][C][C][N][C][C][O][C][C][Ring1][=Branch1]
RODATRISTAT ETHYL,2,1:Synthetic Small Molecule,0,Single Stereoisomer,CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,[C][C][O][C][=Branch1][C][=O][C@@H1][C][C][Branch2][Branch1][O][C][C][N][Branch2][Ring2][S][C][=C][C][Branch2][Ring1][P][O][C@H1][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=N][C][Branch1][C][N][=N][Ring2][Ring1][#Branch2][C][C][Ring2][Ring1][S][C][N][Ring2][Ring2][Ring2]
PRALICIGUAT,2,1:Synthetic Small Molecule,0,Achiral Molecule,OC(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)(C(F)(F)F)C(F)(F)F,[O][C][Branch2][Ring2][=N][C][N][C][=N][C][Branch2][Ring1][=C][C][C][=C][Branch1][Branch2][C][C][=C][O][N][=Ring1][Branch1][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][N][=Ring2][Ring1][C][=N][C][=C][Ring2][Ring1][Branch2][F][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F]
MELPERONE,3,1:Synthetic Small Molecule,1,Achiral Molecule,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,[C][C][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][C]
VOROLANIB,2,1:Synthetic Small Molecule,1,Single Stereoisomer,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)N[C@H]1CCN(C(=O)N(C)C)C1,[C][C][NH1][C][Branch2][Ring1][Branch1][/C][=C][\C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Ring1][O][=C][Branch1][C][C][C][=Ring2][Ring1][C][C][=Branch1][C][=O][N][C@H1][C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][C][Ring1][#Branch2]
BEFOTERTINIB,2,1:Synthetic Small Molecule,0,Achiral Molecule,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CC(F)(F)F)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,[C][=C][C][=Branch1][C][=O][N][C][=C][C][Branch2][Ring2][=Branch1][N][C][=N][C][=C][C][Branch2][Ring1][=Branch2][C][=C][N][Branch1][#Branch2][C][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1][=N][Ring2][Ring1][Ring2][=C][Branch1][Ring1][O][C][C][=C][Ring2][Ring1][=N][N][Branch1][C][C][C][C][N][Branch1][C][C][C]
BMS-986235,1,1:Synthetic Small Molecule,1,Single Stereoisomer,COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1,[C][O][C][=C][C][Branch1][C][F][=C][Branch2][Ring1][=Branch2][C@@H1][C][N][C][=Branch1][C][=O][C@H1][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][Ring2][Ring1][Branch2]
RIMONABANT,4,1:Synthetic Small Molecule,0,Achiral Molecule,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,[C][C][C][Branch1][=C][C][=Branch1][C][=O][N][N][C][C][C][C][C][Ring1][=Branch1][=N][N][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][=Ring2][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
METOLAZONE,4,1:Synthetic Small Molecule,1,Racemic Mixture,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][=C][Branch1][C][Cl][C][=C][Ring1][O][N][C][Ring1][S][C]
EMEDASTINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,[C][C][O][C][C][N][C][Branch1][=N][N][C][C][C][N][Branch1][C][C][C][C][Ring1][Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P]
NONIVAMIDE,3,1:Synthetic Small Molecule,1,Achiral Molecule,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,[C][C][C][C][C][C][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2]
