Name,Phase,Drug Type,Passes Rule of Five,Chirality,Smiles,Selfies
DEXAMISOLE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,c1ccc([C@@H]2CN3CCSC3=N2)cc1,[C][=C][C][=C][Branch1][=N][C@@H1][C][N][C][C][S][C][Ring1][Branch1][=N][Ring1][Branch2][C][=C][Ring1][=C]
IOFLUPANE,4,1:Synthetic Small Molecule,1,Single Stereoisomer,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,[C][O][C][=Branch1][C][=O][C@H1][C@@H1][Branch1][N][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][C][C@@H1][C][C][C@H1][Ring1][=C][N][Ring1][Branch1][C][C][C][F]
EBERCONAZOLE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,[Cl][C][=C][C][Branch1][C][Cl][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][N][C][=C][N][=C][Ring1][Branch1]
DIETHYLENE GLYCOL MONOETHYL ETHER,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCOCCOCCO,[C][C][O][C][C][O][C][C][O]
ORTETAMINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,Cc1ccccc1CC(C)N,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][C][C][N]
AGANODINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,N=C(N)NN1Cc2c(Cl)ccc(Cl)c2C1,[N][=C][Branch1][C][N][N][N][C][C][=C][Branch1][C][Cl][C][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][Ring1][O]
ROFLURANE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COC(F)(F)C(F)Br,[C][O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][Br]
METHEPTAZINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COC(=O)C1(c2ccccc2)CCCN(C)C(C)C1,[C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][C][C][C][Branch1][C][C][C][Ring1][#C]
AMAFOLONE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@]12C[C@H](O)[C@@H](N)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,[C][C@][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][N][C][C@@H1][Ring1][Branch2][C][C][C@@H1][C@@H1][Ring1][N][C][C][C@][Branch1][C][C][C][=Branch1][C][=O][C][C][C@@H1][Ring1][O][Ring1][#Branch1]
ABANOQUIL,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc2c(cc1OC)CN(c1cc(N)c3cc(OC)c(OC)cc3n1)CC2,[C][O][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][N][Branch2][Ring1][#Branch2][C][=C][C][Branch1][C][N][=C][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][C][Ring1][#Branch2][=N][Ring1][#C][C][C][Ring2][Ring1][=Branch2]
DECAMETHONIUM,4,1:Synthetic Small Molecule,1,Achiral Molecule,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,[C][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
RONACTOLOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COc1ccc(C(=O)Nc2ccc(OCC(O)CNC(C)C)cc2)cc1,[C][O][C][=C][C][=C][Branch2][Ring1][=N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=C][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][C][C][=C][Ring1][#C][C][=C][Ring2][Ring1][Branch2]
NAFOXADOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,c1ccc2cc(C34CNCC(CO3)O4)ccc2c1,[C][=C][C][=C][C][=C][Branch1][#C][C][C][N][C][C][Branch1][Branch1][C][O][Ring1][#Branch1][O][Ring1][Branch2][C][=C][C][Ring1][=C][=C][Ring2][Ring1][C]
ETOLOREX,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CC(C)(Cc1ccc(Cl)cc1)NCCO,[C][C][Branch1][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][C][O]
DIIODOHYDROXYPROPANE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,OC(CI)CI,[O][C][Branch1][Ring1][C][I][C][I]
ICODULINUM,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1ccc(Nc2nccs2)c(O)c1,[C][C][=C][C][=C][Branch1][=Branch2][N][C][=N][C][=C][S][Ring1][Branch1][C][Branch1][C][O][=C][Ring1][=N]
TRETHOCANOIC ACID,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)CCCC(C)CCCC(C)(O)CC(=O)O,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][=Branch1][C][=O][O]
NIFLURIDIDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Nc1c(NC(=O)C(F)(F)C(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],[N][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][C][Branch1][C][F][F][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring1][Ring1][N+1][=Branch1][C][=O][O-1]
SIMENEPAG,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CCCCC[C@H](O)c1ccc(N2C(=O)CC[C@@H]2COCc2ccc(C(=O)O)s2)cc1,[C][C][C][C][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=O][C][C][C@@H1][Ring1][=Branch1][C][O][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][S][Ring1][Branch2][C][=C][Ring2][Ring1][#Branch1]
TILISOLOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,[C][N][C][=C][Branch1][P][O][C][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring2][Ring1][Ring2][=O]
ETHYPICONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCC1(CC)C(=O)NC=C(C)C1=O,[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=C][Branch1][C][C][C][Ring1][#Branch2][=O]
SULFASOMIZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)sn1,[C][C][C][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][S][N][=Ring1][S]
ISOMAZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc([S+](C)[O-])ccc1-c1nc2cnccc2[nH]1,[C][O][C][=C][C][Branch1][=Branch1][S+1][Branch1][C][C][O-1][=C][C][=C][Ring1][=Branch2][C][=N][C][=C][N][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2]
GS 6201,1,1:Synthetic Small Molecule,1,Achiral Molecule,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,[C][C][C][N][C][=Branch1][C][=O][C][NH1][C][Branch2][Ring1][=C][C][C][=N][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][=Ring1][S][=N][C][=Ring2][Ring1][Branch1][N][Branch1][Ring1][C][C][C][Ring2][Ring1][N][=O]
DROFENINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1]
LORECLEZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,[Cl][/C][=Branch1][=Branch2][=C][\N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl]
LOTRAFIBAN,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,[C][N][C][C][=C][C][Branch2][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch2][C][C][C][N][C][C][Ring1][=Branch1][C][C][Ring1][N][=C][C][=C][Ring2][Ring1][Ring2][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][Ring2][Ring1][=N][=O]
LONAPROFEN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COC(=O)C(C)Oc1ccc2ccccc2c1Cl,[C][O][C][=Branch1][C][=O][C][Branch1][C][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][Cl]
CAFAMINOL,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CN(CCO)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,[C][N][Branch1][Ring2][C][C][O][C][=N][C][=C][Branch1][P][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C][N][Ring1][=N][C]
PRISOTINOL,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)NC(C)Cc1ccc(O)cn1,[C][C][Branch1][C][C][N][C][Branch1][C][C][C][C][=C][C][=C][Branch1][C][O][C][=N][Ring1][#Branch1]
ETIBENDAZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COC(=O)Nc1nc2ccc(C3(c4ccc(F)cc4)OCCO3)cc2[nH]1,[C][O][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][Branch2][Ring1][Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][O][C][C][O][Ring1][N][C][=C][Ring2][Ring1][C][NH1][Ring2][Ring1][Branch1]
METENEPROST,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C=C1C[C@@H](O)[C@H](/C=C/[C@@H](O)C(C)(C)CCCC)[C@H]1C/C=C\CCCC(=O)O,[C][=C][C][C@@H1][Branch1][C][O][C@H1][Branch2][Ring1][C][/C][=C][/C@@H1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C@H1][Ring1][P][C][/C][=C][\C][C][C][C][=Branch1][C][=O][O]
OLETIMOL,-1,1:Synthetic Small Molecule,1,Achiral Molecule,C/C(=N\Cc1ccccc1)c1ccccc1O,[C][/C][=Branch1][O][=N][\C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
OCTOTIAMINE,-1,1:Synthetic Small Molecule,0,Racemic Mixture,COC(=O)CCCCC(CCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N)SC(C)=O,[C][O][C][=Branch1][C][=O][C][C][C][C][C][Branch2][Ring1][P][C][C][S][S][/C][Branch1][Ring2][C][C][O][=C][Branch1][C][/C][N][Branch1][Ring1][C][=O][C][C][=C][N][=C][Branch1][C][C][N][=C][Ring1][#Branch1][N][S][C][Branch1][C][C][=O]
SAXAGLIPTIN,4,1:Synthetic Small Molecule,1,Racemic Mixture,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,[N][#C][C@@H1][C][C@@H1][C][C@@H1][Ring1][Ring1][N][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][C][C][C][Branch1][=C][C][C][Branch1][C][O][Branch1][Ring2][C][Ring1][#Branch1][C][Ring1][#Branch2][C][Ring1][O]
SULMEPRIDE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,[C][O][C][=C][C][=C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][=O][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C][C][C][C][C][N][Ring1][Branch1][C]
FUROFENAC,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCC1Cc2cc(CC(=O)O)ccc2O1,[C][C][C][C][C][=C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][=C][C][=C][Ring1][#Branch2][O][Ring1][=N]
PIRNABINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(=O)Oc1cc(C)cc2c1C1=C(CCC(C)C1)C(C)(C)O2,[C][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][=C][Branch1][#Branch2][C][C][C][Branch1][C][C][C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][O][Ring1][=N]
DICLOFENSINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1,[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]
SARCOLYSIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,[N][C][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][C][=C][Ring1][=N][C][=Branch1][C][=O][O]
LUCANTHONE,2,1:Synthetic Small Molecule,1,Achiral Molecule,CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=C][C][=C][Branch1][C][C][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][S][=Ring1][O]
ANETHOLTRITHION,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1ccc(-c2cc(=S)ss2)cc1,[C][O][C][=C][C][=C][Branch1][O][C][=C][C][=Branch1][C][=S][S][S][Ring1][=Branch1][C][=C][Ring1][N]
SULBENTINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,[S][=C][S][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Ring1][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
RAMNODIGIN,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)CC[C@H]1O,[C][C@@H1][O][C@@H1][Branch2][Branch1][C][O][C@H1][C][C][C@@][Branch1][C][C][C@H1][Branch2][Ring2][C][C][C][C@@H1][C@@H1][Ring1][#Branch1][C][C][C@][Branch1][C][C][C@@H1][Branch1][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][C][C][C@][Ring1][S][Ring1][N][O][C][Ring2][Ring1][#Branch2][C][C][C@H1][Ring2][Ring1][P][O]
DIBUTYL SEBACATE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C]
BUCINDOLOL,2,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,[C][C][Branch1][C][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N]
GLUCURONAMIDE,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,[N][C][=Branch1][C][=O][C@H1][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O]
DIPYRITHIONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],[O-1][N+1][=C][C][=C][C][=C][Ring1][=Branch1][S][S][C][=C][C][=C][C][=N+1][Ring1][=Branch1][O-1]
PHENOPERIDINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,[C][C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][N][Branch1][#C][C][C][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][=Branch1]
ACETRIZOIC ACID,4,1:Synthetic Small Molecule,0,Achiral Molecule,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][Ring1][O][I]
NAFENOPIN,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,[C][C][Branch1][C][C][Branch2][Ring1][#Branch2][O][C][=C][C][=C][Branch1][#C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][Ring1][S][C][=Branch1][C][=O][O]
FIDARESTAT,-1,1:Synthetic Small Molecule,1,Single Stereoisomer,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,[N][C][=Branch1][C][=O][C@@H1][C][C@][Branch1][O][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][O][Ring1][P]
PIPERACETAZINE,4,1:Synthetic Small Molecule,1,Achiral Molecule,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,[C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][P][C][C][C][N][C][C][C][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring2][Ring1][#Branch1]
ISAMOXOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,CCCCN(C(=O)C(C)C)c1nc(C)co1,[C][C][C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C][Branch1][C][C][C][C][=N][C][Branch1][C][C][=C][O][Ring1][=Branch1]
NICOTHIAZONE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,NC(=S)N/N=C/c1cccnc1,[N][C][=Branch1][C][=S][N][/N][=C][/C][=C][C][=C][N][=C][Ring1][=Branch1]
IOCANLIDIC ACID,-1,1:Synthetic Small Molecule,0,Achiral Molecule,O=C(O)CCCCCCCCCCCCCCc1ccc(I)cc1,[O][=C][Branch1][C][O][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1]
PANCURONIUM,4,1:Synthetic Small Molecule,0,Single Stereoisomer,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,[C][C][=Branch1][C][=O][O][C@H1][C][C@@H1][C][C][C@@H1][C@H1][Branch2][Ring2][C][C][C][C@@][Branch1][C][C][C@H1][Ring1][#Branch1][C][C@H1][Branch1][N][N+1][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1][C@@H1][Ring1][=N][O][C][Branch1][C][C][=O][C@@][Ring2][Ring1][=Branch2][Branch1][C][C][C][C@@H1][Ring2][Ring1][=C][N+1][Branch1][C][C][C][C][C][C][C][Ring1][#Branch1]
MOZENAVIR,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,[N][C][=C][C][=C][C][Branch2][Branch1][#Branch1][C][N][C][=Branch1][C][=O][N][Branch1][=N][C][C][=C][C][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][=Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring2][#Branch1]
RACTOPAMINE,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,[C][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
CEFAMANDOLE NAFATE,4,1:Synthetic Small Molecule,0,Single Stereoisomer,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,[C][N][N][=N][N][=C][Ring1][Branch1][S][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C@H1][Branch1][Ring2][O][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Ring2][Ring1][C][S][C][Ring2][Ring1][=Branch2]
IODIDE,-1,1:Synthetic Small Molecule,1,Unknown,I,[I]
RONIDAZOLE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cn1c([N+](=O)[O-])cnc1COC(N)=O,[C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][C][O][C][Branch1][C][N][=O]
AMPIROXICAM,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,[C][C][O][C][=Branch1][C][=O][O][C][Branch1][C][C][O][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch1]
BENZALDEHYDE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O=Cc1ccccc1,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1]
METIOPRIM,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1SC,[C][O][C][=C][C][Branch1][=C][C][C][=C][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1][N][=C][C][Branch1][Ring1][O][C][=C][Ring1][P][S][C]
RITOLUKAST,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O=S(=O)(Nc1cccc(OCc2ccc3ccccc3n2)c1)C(F)(F)F,[O][=S][=Branch1][C][=O][Branch2][Ring1][=N][N][C][=C][C][=C][C][Branch1][P][O][C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2][=C][Ring2][Ring1][C][C][Branch1][C][F][Branch1][C][F][F]
THEOFIBRATE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][S][N][=C][N][Ring1][Branch1][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Branch1][C][C][C][Ring2][Ring1][O][=O]
POBILUKAST,-1,1:Synthetic Small Molecule,0,Single Stereoisomer,O=C(O)CCS[C@H](c1ccccc1CCCCCCCCc1ccccc1)[C@@H](O)C(=O)O,[O][=C][Branch1][C][O][C][C][S][C@H1][Branch2][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O]
MONOCTANOIN COMPONENT C,-1,1:Synthetic Small Molecule,1,Racemic Mixture,CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][O][O][C][=Branch1][C][=O][C][C][C][C][C][C][C]
TROCIMINE,-1,1:Synthetic Small Molecule,1,Achiral Molecule,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,[C][O][C][=C][C][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][C][C][Ring1][Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][C][O][C]
BENDAZOL,-1,1:Synthetic Small Molecule,1,Achiral Molecule,c1ccc(Cc2nc3ccccc3[nH]2)cc1,[C][=C][C][=C][Branch1][#C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][Ring1][S]
BENZOQUINONIUM,-1,1:Synthetic Small Molecule,0,Achiral Molecule,CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,[C][C][N+1][Branch1][Ring1][C][C][Branch2][Ring2][O][C][C][C][N][C][=C][C][=Branch1][C][=O][C][Branch2][Ring1][#Branch1][N][C][C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][Ring2][Ring1][#Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CLOFURAC,-1,1:Synthetic Small Molecule,1,Achiral Molecule,O=C1Cc2cc(Cl)c(C3CCCCC3)cc2O1,[O][=C][C][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][=N][O][Ring1][S]
QUINFAMIDE,3,1:Synthetic Small Molecule,1,Achiral Molecule,O=C(Oc1ccc2c(c1)CCCN2C(=O)C(Cl)Cl)c1ccco1,[O][=C][Branch2][Ring1][O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][N][Ring1][#Branch1][C][=Branch1][C][=O][C][Branch1][C][Cl][Cl][C][=C][C][=C][O][Ring1][Branch1]
